code,description
V0399XA,pedestrian with other conveyance injured in collision with car pickup truck or van unspecified whether traffic or nontraffic accident initial encounter
V0399XD,pedestrian with other conveyance injured in collision with car pickup truck or van unspecified whether traffic or nontraffic accident subsequent encounter
V0399XS,pedestrian with other conveyance injured in collision with car pickup truck or van unspecified whether traffic or nontraffic accident sequela
V0400XA,pedestrian on foot injured in collision with heavy transport vehicle or bus in nontraffic accident initial encounter
V0400XD,pedestrian on foot injured in collision with heavy transport vehicle or bus in nontraffic accident subsequent encounter
V0400XS,pedestrian on foot injured in collision with heavy transport vehicle or bus in nontraffic accident sequela
V0401XA,pedestrian on rollerskates injured in collision with heavy transport vehicle or bus in nontraffic accident initial encounter
V0401XD,pedestrian on rollerskates injured in collision with heavy transport vehicle or bus in nontraffic accident subsequent encounter
V0401XS,pedestrian on rollerskates injured in collision with heavy transport vehicle or bus in nontraffic accident sequela
V0402XA,pedestrian on skateboard injured in collision with heavy transport vehicle or bus in nontraffic accident initial encounter
V0402XD,pedestrian on skateboard injured in collision with heavy transport vehicle or bus in nontraffic accident subsequent encounter
V0402XS,pedestrian on skateboard injured in collision with heavy transport vehicle or bus in nontraffic accident sequela
V04031A,pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in nontraffic accident initial encounter
V04031D,pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in nontraffic accident subsequent encounter
V04031S,pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in nontraffic accident sequela
V04038A,pedestrian on other standing micromobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident initial encounter
V04038D,pedestrian on other standing micromobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident subsequent encounter
V04038S,pedestrian on other standing micromobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident sequela
V0409XA,pedestrian with other conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident initial encounter
V0409XD,pedestrian with other conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident subsequent encounter
V0409XS,pedestrian with other conveyance injured in collision with heavy transport vehicle or bus in nontraffic accident sequela
V0410XA,pedestrian on foot injured in collision with heavy transport vehicle or bus in traffic accident initial encounter
V0410XD,pedestrian on foot injured in collision with heavy transport vehicle or bus in traffic accident subsequent encounter
V0410XS,pedestrian on foot injured in collision with heavy transport vehicle or bus in traffic accident sequela
V0411XA,pedestrian on rollerskates injured in collision with heavy transport vehicle or bus in traffic accident initial encounter
V0411XD,pedestrian on rollerskates injured in collision with heavy transport vehicle or bus in traffic accident subsequent encounter
V0411XS,pedestrian on rollerskates injured in collision with heavy transport vehicle or bus in traffic accident sequela
V0412XA,pedestrian on skateboard injured in collision with heavy transport vehicle or bus in traffic accident initial encounter
V0412XD,pedestrian on skateboard injured in collision with heavy transport vehicle or bus in traffic accident subsequent encounter
V0412XS,pedestrian on skateboard injured in collision with heavy transport vehicle or bus in traffic accident sequela
V04131A,pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in traffic accident initial encounter
V04131D,pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in traffic accident subsequent encounter
V04131S,pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus in traffic accident sequela
V04138A,pedestrian on other standing micromobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in traffic accident initial encounter
V04138D,pedestrian on other standing micromobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in traffic accident subsequent encounter
V04138S,pedestrian on other standing micromobility pedestrian conveyance injured in collision with heavy transport vehicle or bus in traffic accident sequela
V0419XA,pedestrian with other conveyance injured in collision with heavy transport vehicle or bus in traffic accident initial encounter
V0419XD,pedestrian with other conveyance injured in collision with heavy transport vehicle or bus in traffic accident subsequent encounter
V0419XS,pedestrian with other conveyance injured in collision with heavy transport vehicle or bus in traffic accident sequela
V0490XA,pedestrian on foot injured in collision with heavy transport vehicle or bus unspecified whether traffic or nontraffic accident initial encounter
V0490XD,pedestrian on foot injured in collision with heavy transport vehicle or bus unspecified whether traffic or nontraffic accident subsequent encounter
V0490XS,pedestrian on foot injured in collision with heavy transport vehicle or bus unspecified whether traffic or nontraffic accident sequela
V0491XA,pedestrian on rollerskates injured in collision with heavy transport vehicle or bus unspecified whether traffic or nontraffic accident initial encounter
